destination,rating,text,month
Kellie's Castle,3,"한줄평: 귀신의 집처럼 생겼는데 알고 보니 진짜 귀신의 집이라네?!

매력적인 성이지만 일단 시내에서 너무 멀다. 도심에서 무려 15킬로 이상 떨어졌으니
거의 이포가 아닌 다른 도시 수준이다.
(실제 구글맵상에도 이포가 아니라 바투 가자라는 지명으로 표기된다.)

이포 주요 관광지들이 다들 이런 식이지만 여긴 특히 더더욱 위치가 나쁘다.
대충 낮에 그랩타고 가도 편도 30~40링깃이고
여기에 톨게이트 비용까지 추가된다.

밤 10시까지 하긴 하는데  밤엔 성의 일부만 불이 켜지니
안그래도 평일에 사람 적은 곳인데
불꺼지고 비까지 오면 한층 더 으시시해진다.
(실제 내가 간 날 그랬단 소리다.)

켈리라는 영국인이 그의 아내 아그네스에게 바치기 위해 반절쯤 짓다 미완공된 성이다.

당연히 유럽의 왕궁이나 귀족들 성 생각하면 안되는 성치고 아주 작은 규모이다.
거기다 완공조차 못했으니 큰 기대하고 방문하면 곤란하다.

아무튼 켈리는 이 성 착공 얼마 후 포르투갈에서 폐렴으로 죽게 된다.
한참의 시간이 지나고 유럽의 관광객들이 실제 이 곳에서 켈리로 보이는 유령형상 사진도 찍었고 성은 나름의 유명세를 얻는다.

그의 딸내미 방에서도 딸의 유령이 나온다던데
사실 켈리 딸은 이미 어린 시절 아빠 손잡고 건강히
말레이시아 떠서 유럽에서 성인으로 장성했단다.
그러니 후자는 그냥 구라라는 게 학계의 정설..

나름 사진찍기 좋고 한적한 곳이지만
평일에 인적도 드물고 그랩이든 택시든 이동 비용이 비싸다.

밤중에 혼자라면 도시로 돌아갈 차 기다리기도
난감한 입지이다.

한시간 정도면 충분히 둘러볼만한 너무 크지도 작지도 않은 아담한 성.

입장료는 온라인 구입하거나
입구 앞의 노점에서 말그대로 귀신처럼
느닷없이 튀어나오는 둥글둥글한 현지인 청년에게
현찰로 구입해 들어가거나 둘 중 하나다.
(티켓오피스가 없다. 그 동글이 청년이 티켓 오피스 망했다나 부서졌다나 그러던데 과연 그럴수가 있는건가 싶다.)

2025년 8월 기준 16링깃인데 현찰내면
그 청년이 며칠지난 수상한 큐알코드 사진찍어 가라면서 이게 티켓이라며 스윽 내민다.

뭔가 대단히 수상하고 가격도 상당하지만 근처에 다른 사람이 없으니 어쩌겠나?

성곽 일부는 보수 및 추가 전시 준비하는 듯 보인다.

이포에서 반나절쯤, 아니면 그 이상 시간이 남는다면 그래도 가볼만하다.
동남아시아에 남아있는 영국식 성이라니 나름 독특하지만,
엄청난 왕복 택시비에, 그만큼 긴 이동 시간,
수상하고 저렴하지 않은 입장권까지 고려하면
솔직히 방문을 추천하기 쉽지는 않은 곳..",2026-08
Kellie's Castle,5,"Merita la passeggiata, il sito è pieno di curiosità e racconta la storia di un personaggio eccezionale, Mr Smith Kelly!
Antistante c’è anche un ottima e attrezzata area bambini con animali e giochi",2026-08
Kellie's Castle,1,Pada 8/8/2026 jam 3 ptg ..ketika saya sedang Q utk bayar parking tiba2 pintu pagar besi bergerak Dan hentak tepi kereta saya. Pihak pengurusan mengambil silap Lepas tangan atas kerosakan kereta tersebut.,2026-08
Kellie's Castle,3,"入場料の割にはイマイチでした。
外国人とローカルの人の金額も違うし、タッチパネルで購入するときに入力したメルアドに入場用QRコードが送られてきます。駐車料金はRM5で現金不可です。",2026-08
Kellie's Castle,5,Utk yg minat sejarah dan seni purba dulu kalau mmg korang patut dtg sini,2026-08
Kellie's Castle,4,Nice for ootd,2026-08
Kellie's Castle,1,"tak seram langsung, jangan letak expectations boleh jumpa hantu macam saya.",2026-08
Kellie's Castle,4,Château a voir dans la région ipoh. Le château possède des ruines et une belle vu sur la nature,2026-08
Kellie's Castle,5,"A must place to come, the place is very beautiful to take picture, service is very good. Very recommended to come",2026-08
Kellie's Castle,5,"사진 스팟이 엄청 많음
입장료도 따로 있고
사진 찍어주고 돈 받는 서비스도 있음
난 안했지만 날씨가 너무 더워서
죽을 뻔 함 ㅎㅎ",2026-08
Kellie's Castle,5,Good place to take photos with castle view,2026-08
Kellie's Castle,5,Seram lift dia😂😂,2026-08
Kellie's Castle,3,"This is an old castle with an attractive exterior that looks great in photos. The outside area is well worth exploring if you're looking for aesthetic pictures for your Instagram feed.

However, the interior was a bit disappointing. It feels worn down, quite dusty, and doesn't seem to be very well maintained. While you can still take photos inside, I personally didn't find it particularly interesting. The exterior is definitely more impressive than the inside.

Overall, it's worth a visit if you enjoy historic architecture or want some nice outdoor photos, but I wouldn't set high expectations for the interior.",2026-08
Kellie's Castle,5,Recommended,2026-08
Kellie's Castle,5,Beautiful castle,2026-07
Kellie's Castle,3,"Poorly maintained. What a pity. Dusty exhibits, decaying floor boards. At this rate we will lose this artifact in a few years.

Satisfied a childhood yearning to see it but I don’t recommend going out of the way to visit. Only if you have nothing else to do.",2026-07
Kellie's Castle,5,This was an eye-opener for me; I never imagined that Malaysia had castles.,2026-07
Kellie's Castle,5,"An Emerald Sanctuary: The Golden Era of Kellie’s Estate
Long before Kellie’s Castle became an intriguing set of ruins perched above the modern highway, it was chosen for a very specific reason: its breathtaking, panoramic location.
​When William Kellie Smith surveyed the land in the early 1900s, he didn't just see a site for a mansion; he saw a private kingdom wrapped in an endless blanket of green. Positioned high on a gentle hilltop, the estate was designed to command sweeping 360-degree views of Perak’s lush landscape—a tropical paradise that felt worlds away from the rest of the world.
​A Living, Breathing Canvas
​In its prime, standing on the upper terraces or looking out through the mansion's ornate window frames offered a view that rivaled the finest estates in Europe:
​The Sea of Greenery: Looking outward, your gaze would travel across rolling emerald lawns that sloped gracefully down toward the riverbanks. Beyond the estate grounds stretched vast, thick rubber plantations and pristine tropical jungle, creating a vibrant sea of green under the wide, blue Malaysian sky.
​The Gentle River: Winding quietly at the base of the hill, the Sungai Raya added a soft, sparkling ribbon to the landscape. From the upper floors, watching the sunlight bounce off the water as it curved around the property gave the entire estate a tranquil, resort-like feel.
​The Misty Horizon: Far in the distance, the dramatic limestone hills of the Kinta Valley rose sharply against the horizon. On clear mornings, a soft layer of fog would linger around their bases, giving the impression that the castle was floating above a sea of clouds.
​A View Designed for Royalty
​The architecture was intentionally crafted to bring this magnificent scenery indoors:
​Natural Picture Frames: Every keyhole arch, circular portal, and wide balcony was positioned like a living frame. Sitting in the planned rooftop entertainment area, guests would have been treated to a constant cool breeze sweeping up the hill, carrying with it the fresh scent of rainforest leaves and damp earth.
​A Timeless Sanctuary: It was a place designed for quiet morning coffees and golden hour strolls along the elevated walkways, where the contrast between the warm, red brickwork and the brilliant green surroundings created an unforgettable backdrop.
​Today, while nature has slowly softened the edges of the old brick and yellow stone, that magical green view remains largely unchanged. Standing on the rooftop terrace, feeling the wind rustle through the surrounding treetops, you can still easily imagine how breathtaking this hill must have felt a century ago—a true Scottish dream nestled in the heart of the tropics.
#kelliescastle",2026-07
Kellie's Castle,5,find the right angle and enjoy it for ur ootd,2026-07
Kellie's Castle,3,"Access via grab, no public transport. Kellie's Castle is an unfinished castle located in Batu Gajah, Kinta District, Perak, Malaysia. The unfinished, ruined mansion was built by the Scottish planter William Kellie-Smith.
Better visit in the morning or late afternoon as weather is too hot.
Spending no more than 2 hrs to complete. Plan other site visit also the way",2026-07
Kellie's Castle,5,sangat berpuas hati dengan pengalaman hari ini perkerja sangat ramah,2026-07
Kellie's Castle,5,sangat menarik dan sangat bagus untuk bergambar saye sangat berpuas hati pekerje sangat ramah dan sopan santun saye berharap anda semua datang lah ke tempat yg menarik ini,2026-07
Kellie's Castle,5,Very refreshing place all the food very good,2026-07
Kellie's Castle,5,sedap,2026-07
Kellie's Castle,5,"This place now has a beautiful garden and an indoor cafe. It feels incredibly peaceful after the rain. There are plenty of activities to try, including horse riding and archery. The castle itself is soaked in history. Be sure to watch your step, though safety has been greatly upgraded.",2026-07
Kellie's Castle,5,Very good histoorical experience.,2026-07
Kellie's Castle,5,"There is not much to see there, but building itself is in really good condition and you are allowed to enter every single room including roof and basement. A beautiful depiction of a visionary's unfinished dream. I recommend reading the story of its first owner.",2026-07
Kellie's Castle,5,cantik2 tempat ni..vibe english..staff pon friendly..,2026-07
Kellie's Castle,5,Semang menarik sesuai untuk family,2026-07
Kellie's Castle,5,Good place,2026-07
Kellie's Castle,3,"Cuaca cantik, pemandangan menarik, staf ramah. cuma bagi pembelian tiket, kami tidak dimaklumkan bahawa taman Jepun tidak berada di lokasi yang sama menyebabkan kami telah membeli pakej tiket castle+ taman Jepun. Disarankan agar notis diletakkan di tempat jualan tiket bahawa lokasi kedua-dua tempat adalah berbeza agar pelawat tidak salah faham sewaktu pembelian tiket dilakukan.",2026-07
Kellie's Castle,5,"Visited on 26 July morning, really glad to have learnt much about the history of the castle. Great that they allow visitors to visit all levels.

Will strongly recommend to come over here when you are at Ipoh!",2026-07
Kellie's Castle,5,"Bello ma bisognerebbe valorizzarlo di più, puntare di più sulla sua storia e su cosa avveniva a quel tempo...",2026-07
Kellie's Castle,5,"Take time to come here,it will definitely not be a loss to see all the historical places. There are also animals in the back.",2026-07
Kellie's Castle,5,值得推荐的景点不错,2026-07
Kellie's Castle,5,"Ipoh, 14 Mei 2026

- Tiket Masuk (Turis) RM19, tenang ada staff dan gak ngantri, bisa bayar guna kad.

- Datang kesini siang2 *panas banget gila. Jangan lupa bawa payung*. Tapi udara nya bersih dan cahayanya bagus (suasana yg jarang kutemukan di langit jakarta). Jadi hasil foto dan video bagus, untuk akses jalanan mulus, kesini naik motor dan gratis ya gak ada parkir 🙂‍↕️. Ada musholla/surau yang cukup bersih. Hari biasa tu gak begitu rame. Jadi banyak spot foto kosong nya jugaaa. Dimana2 pun estetik! Already missing ipoh! See u ya aku ke Malay kalau keadaan ekonomi Indonesia udah baik2 aja *kyknya slm bliau yg menjabat rada susah sih😭😔*",2026-07
Kellie's Castle,5,"A must see in/around Ipoh - such an interesting mix of history and beautiful architecture with some stunning views, we loved it",2026-07
Kellie's Castle,4,"美女拍照打卡地，百年建筑史。
建议大家早上去，中午太热了。",2026-07
Kellie's Castle,5,Rich in history and great for photography.,2026-07
Kellie's Castle,5,المكان حلو وجميل يستحق الزيارة جيته وقت الغروب وباقي في شمس شوي وكان جميل ولمى دخل الليل صار المكان يخوف ويحمس مرره + الخفافيش تعطيك طابع مرعب مع الظلام,2026-07
Kellie's Castle,5,A nice place to visit b4 leaving ipoh and breathtaking view (please come during morning or late afternoon time as it is totally outdoor place),2026-07
Kellie's Castle,5,Amazing ❤️ Gorgeous,2026-07
Kellie's Castle,5,recommended to visit✨✨✨✨,2026-07
Kellie's Castle,5,Had a great time visiting Kellie’s Castle. The place has a unique history and interesting architecture that makes it worth exploring. A nice spot to take photos and learn more about Ipoh’s heritage. Would recommend visiting if you’re in the area.,2026-07
